state_code,city,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,diff_founded_first_funding,diff_founded_last_funding,negative_age_first_funding_year,negative_age_last_funding_year,negative_age_first_milestone_year,negative_age_last_milestone_year,abs_diff_founded_first_funding,abs_diff_founded_last_funding,is_outlier,founded_year,founded_at_days,first_funding_at_days,last_funding_at_days
1,10,4.0356,4.0356,7.0055,7.0055,3,1,954000,1,2,1,0,0,0,0,0,1.0,0,0,4,4,0,0,1,1,4,4,0,3,8036,9509,9509
1,7,9.1671,9.1973,3.055353047989624,4.754422568093385,0,2,17800000,0,3,1,0,0,0,0,0,1.0,1,0,9,9,0,0,0,0,9,9,0,15,5114,8460,8471
1,7,2.1644,5.8493,6.0027,6.0027,3,4,72000000,1,4,0,0,1,1,1,0,2.25,1,0,2,5,0,0,0,0,2,5,0,7,6575,7365,8710
1,21,4.8082,4.8082,6.6027,6.7233,4,1,35000000,2,11,0,0,0,0,0,1,3.0,1,0,4,4,0,0,0,0,4,4,0,4,7305,9060,9060
1,1,0.0822,0.8384,0.0,4.1836,4,2,4500000,5,24,0,1,0,1,0,0,5.5,1,0,0,1,0,0,0,0,0,1,0,10,8491,8521,8797
1,143,1.2137,3.0082,3.055353047989624,4.754422568093385,4,2,7000000,0,3,0,0,1,0,0,0,2.0,0,0,1,3,0,0,0,0,1,3,0,3,8036,8479,9134
1,12,4.8603,9.4247,3.055353047989624,4.754422568093385,3,7,74000000,0,7,1,0,0,0,1,1,2.0,1,0,4,9,0,0,0,0,4,9,0,2,5844,7618,9284
1,21,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,17,1,0,1,1,0,0,2.0,1,0,0,2,0,0,0,0,0,2,0,12,8766,9101,9762
1,53,16.9863,16.9863,16.663,18.3233,7,1,6000000,2,16,0,0,1,0,0,0,1.0,1,0,17,17,0,0,0,0,17,17,1,22,2291,8491,8491
1,12,11.4329,11.4329,3.055353047989624,4.754422568093385,1,1,20000000,0,8,0,0,0,0,1,0,5.0,1,0,11,11,0,0,0,0,11,11,0,13,4383,8556,8556
15,41,0.4137,3.2438,0.4137,6.8,5,3,9700000,4,24,1,0,1,0,0,0,1.0,1,0,0,3,0,0,0,0,0,3,0,10,8401,8552,9585
1,11,0.2055,0.2055,0.1644,0.1644,1,1,1500000,1,24,0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,12,8766,8841,8841
15,41,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,9,0,0,1,0,0,0,1.0,0,0,2,2,0,0,0,0,2,2,0,10,8582,9159,9159
1,21,0.4932,0.4932,2.2411,2.2411,8,1,5000000,1,12,0,0,1,0,0,0,1.0,0,0,1,1,0,0,0,0,1,1,0,8,7887,8067,8067
1,9,1.1863,3.4986,3.055353047989624,4.754422568093385,0,2,12050000,0,3,1,0,1,0,0,0,2.0,1,0,1,3,0,0,0,0,1,3,0,4,7305,7738,8582
7,68,2.0055,2.0055,0.0,0.0,1,1,30000000,1,1,1,0,0,0,0,0,2.0,1,1,2,2,0,0,0,0,2,2,0,3,8036,8768,8768
1,144,2.5836,4.0027,2.0301,4.6164,5,2,4900000,3,17,0,0,1,1,0,0,1.0,1,0,2,4,0,0,0,0,2,4,0,4,7305,8248,8766
4,4,5.4247,5.4247,3.055353047989624,4.754422568093385,0,1,8700000,0,16,0,0,1,0,0,0,2.0,1,0,5,5,0,0,0,0,5,5,0,2,5844,7824,7824
1,14,0.8822,0.8822,3.055353047989624,4.754422568093385,7,1,12000000,0,1,1,0,0,0,0,0,9.0,1,0,0,0,0,0,0,0,0,0,0,18,10593,10915,10915
1,11,8.4493,8.4493,3.055353047989624,4.754422568093385,1,1,42700000,0,13,0,0,0,1,0,0,3.0,1,0,8,8,0,0,0,0,8,8,0,16,5479,8563,8563
1,12,2.2493,3.0027,4.6685,6.7041,3,3,375000,3,30,0,1,0,0,0,0,1.0,0,1,2,3,0,0,0,0,2,3,0,10,8401,9222,9497
1,117,5.126,9.9973,7.0055,7.0055,9,4,40100000,1,9,1,0,0,1,1,1,4.75,1,1,5,9,0,0,0,0,5,9,0,2,5844,7715,9493
1,12,1.0329,1.0329,1.4575,2.2055,5,1,2600000,2,11,0,0,1,0,0,0,4.0,1,1,1,1,0,0,0,0,1,1,0,5,9208,9585,9585
1,145,3.1315,5.3151,6.0027,6.0027,5,3,40000000,1,3,0,0,0,1,1,1,3.3333,1,1,3,5,0,0,0,0,3,5,0,7,6575,7718,8515
1,14,1.7205,5.211,3.0,6.6082,6,3,26000000,2,3,1,0,1,1,0,0,1.6667,1,1,1,5,0,0,0,0,1,5,0,8,7671,8299,9573
1,146,1.6466,6.7616,5.6055,7.3616,25,3,34100000,3,14,0,0,1,1,0,1,3.5,1,1,1,6,0,0,0,0,1,6,0,4,7305,7906,9773
7,147,3.5863,11.1123,8.0055,9.9945,13,3,9650000,4,17,1,0,1,0,0,1,4.0,1,1,3,11,0,0,0,0,3,11,0,7,6575,7884,10631
1,9,1.6712,4.6849,2.9178,6.1151,14,3,5750000,4,11,1,1,1,0,0,0,1.0,1,1,2,5,0,0,0,0,2,5,0,8,7822,8432,9532
1,11,4.6274,9.4493,10.1342,10.6493,22,3,27500000,3,17,0,0,1,1,0,0,1.0,1,1,5,10,0,0,0,0,5,10,0,2,6163,7852,9612
0,137,0.0192,2.4356,0.7945,4.3781,15,3,9950000,3,0,0,0,1,1,1,0,2.3333,1,1,0,3,0,0,0,0,0,3,0,10,8730,8737,9619
25,148,4.6658,8.9973,8.8384,8.8384,12,5,10700000,1,3,0,0,1,1,0,0,2.5,1,1,4,8,0,0,0,0,4,8,0,9,6210,7913,9494
1,15,4.5918,7.1726,0.4986,12.6795,7,4,25000000,3,24,0,0,1,1,1,1,3.5,1,1,5,7,0,0,1,0,5,7,0,2,6026,7702,8644
0,0,0.7425,1.5808,1.2849,3.0027,10,3,4575000,3,11,0,1,1,0,0,0,5.0,1,1,0,1,0,0,0,0,0,1,0,0,9497,9768,10074
15,41,2.2137,3.7863,4.0877,9.4986,8,2,4355000,3,3,0,1,1,0,0,0,1.5,0,1,2,3,0,0,0,0,2,3,0,9,6210,7018,7592
9,18,4.8411,4.8411,1.0,1.0,3,1,13000000,1,3,0,0,0,0,1,0,4.0,1,1,4,4,0,0,0,0,4,4,0,7,6575,8342,8342
1,9,4.0603,4.0603,3.0027,3.0027,7,1,15000000,1,2,0,0,0,0,1,0,4.0,1,1,4,4,0,0,0,0,4,4,0,6,6940,8422,8422
1,84,4.0685,4.0685,3.4192,5.2301,2,1,3800000,3,20,0,0,0,1,0,0,2.0,1,1,4,4,0,0,0,0,4,4,0,12,8918,10403,10403
15,41,2.5068,4.5315,4.9315,5.6767,37,5,299500000,2,11,1,0,1,0,1,0,1.75,1,1,2,4,0,0,0,0,2,4,0,10,8521,9436,10175
1,149,1.189,1.189,2.189,7.7753,5,1,1000000,3,8,1,0,0,0,0,0,2.0,1,1,1,1,0,0,0,0,1,1,0,8,7814,8248,8248
4,4,4.1534,5.1671,3.0,3.0,6,2,8600000,1,2,1,0,0,1,0,0,1.5,1,1,4,5,0,0,0,0,4,5,0,9,6210,7726,8096
1,1,0.0,0.8685,0.4137,2.1671,3,2,2304999,2,17,1,0,0,0,0,0,5.0,1,1,0,0,0,0,0,0,0,0,0,1,9862,9862,10179
1,1,0.1671,2.6493,0.6082,4.7507,10,3,1822922,3,1,0,1,1,0,0,0,2.3333,1,1,0,3,0,0,0,0,0,3,0,12,9040,9101,10007
0,0,0.0,5.9041,3.8411,7.1370000000000005,18,7,29915001,5,19,1,1,1,1,1,0,2.75,1,1,0,6,0,0,0,0,0,6,0,3,8095,8095,10250
5,6,0.0,4.8027,3.7205,7.6164,26,4,33000000,5,9,0,0,1,1,1,0,3.0,1,1,0,5,0,0,0,0,0,5,0,3,8156,8156,9909
27,150,0.0,0.5836,0.5836,0.5945,9,2,125000,2,17,0,1,0,0,0,0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,10074,10074,10287
4,4,3.4904,3.4904,5.6603,8.3425,10,1,10000000,3,9,0,0,0,0,1,0,2.0,1,1,3,3,0,0,0,0,3,3,0,4,7436,8710,8710
1,17,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,19,0,0,0,0,1,0,3.0,1,1,4,4,0,0,0,0,4,4,0,7,6575,8278,8278
1,17,2.6247,2.6247,3.055353047989624,4.754422568093385,4,1,25000000,0,3,0,0,0,1,0,0,5.0,1,1,2,2,0,0,0,0,2,2,0,6,6940,7898,7898
0,0,0.926,2.9534,0.8329,2.7425,2,3,3750000,3,5,0,1,1,0,0,0,2.0,1,1,1,3,0,0,0,0,1,3,0,5,9466,9804,10544
7,68,0.2466,0.2466,1.1178,1.663,9,1,3000000,2,3,0,0,1,0,0,0,1.0,1,1,1,1,0,0,0,0,1,1,0,5,9421,9511,9511
1,1,0.189,1.189,1.3562,1.6575,6,2,1155000,2,3,0,1,0,0,0,0,9.5,1,1,0,1,0,0,0,0,0,1,0,0,9640,9709,10074
1,53,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,3,0,0,0,0,0,1,2.0,1,1,3,3,0,0,0,0,3,3,0,7,6848,8019,8019
1,57,2.5836,2.5836,2.0,2.0,5,1,3000000,1,11,0,0,1,0,0,0,1.0,1,1,2,2,0,0,0,0,2,2,0,3,8036,8979,8979
7,65,1.8932,2.4466,2.0,3.2767,4,2,11500000,3,17,0,0,0,0,0,0,1.0,1,1,1,2,0,0,0,0,1,2,0,5,9132,9823,10025
15,41,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,11,0,0,1,0,0,0,3.0,1,1,1,1,0,0,0,0,1,1,0,4,7610,7883,7883
7,22,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,2,1,0,0,0,0,1,5.0,1,1,5,6,0,0,0,0,5,6,0,2,5844,7737,8331
1,1,0.6712,6.2329,4.0493,7.5973,37,6,34700000,4,9,1,1,1,1,1,1,5.0,1,1,1,6,0,0,0,0,1,6,0,3,8156,8401,10431
1,9,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,18,1,0,1,1,0,0,2.0,1,1,2,4,0,0,0,0,2,4,0,3,8036,8826,9774
1,151,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,27,0,0,0,0,1,0,2.0,1,1,4,4,0,0,0,0,4,4,0,8,7702,9200,9200
1,17,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,3,0,0,1,1,0,0,3.3333,1,1,2,4,0,0,0,0,2,4,0,10,8582,9308,10098
24,152,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,17,0,0,1,1,0,0,4.5,1,1,5,6,0,0,0,0,5,6,0,2,6026,7925,8285
4,153,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,9,1,0,0,0,1,0,3.0,1,1,4,9,0,0,0,0,4,9,0,9,6210,7687,9606
7,65,1.3259999999999998,2.7836,1.6740000000000002,3.1342,5,3,2030882,2,3,0,0,1,0,0,0,3.0,1,1,2,3,0,0,0,0,2,3,0,12,9101,9585,10117
1,154,2.6438,2.6438,0.0,7.3918,4,1,5000000,2,15,0,0,0,1,0,0,1.0,1,1,2,2,0,0,0,0,2,2,0,3,8036,9001,9001
25,105,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,19,1,0,0,0,0,0,2.0,0,1,4,6,0,0,0,0,4,6,0,3,8068,9514,10448
1,53,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,6,0,0,0,0,0,0,2.0,1,1,7,7,0,0,0,0,7,7,0,2,5844,8492,8492
1,1,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,19,0,1,1,1,0,0,3.3333,1,1,2,3,0,0,0,0,2,3,0,8,7914,8401,9018
1,1,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,11,0,0,1,0,0,0,3.0,1,1,0,0,0,0,0,0,0,0,0,12,8766,9014,9014
1,17,0.0301,0.0301,0.1369999999999999,0.1369999999999999,3,1,355000,1,3,0,1,0,0,0,0,1.0,0,1,0,0,1,1,0,0,0,0,0,14,10390,10379,10379
3,3,0.0,0.2466,2.4164,5.3151,10,2,118000,3,11,0,1,0,0,0,0,1.5,1,1,0,0,0,0,0,0,0,0,0,3,8036,8036,8126
1,1,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,20,0,1,1,1,0,0,4.0,1,1,0,2,0,0,0,0,0,2,0,0,9556,9560,10322
0,0,0.6658,3.0384,2.0,5.0548,10,3,17200000,5,24,0,0,1,1,1,0,2.6667,1,1,0,3,0,0,0,0,0,3,0,3,8036,8279,9145
1,1,0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,17,0,1,1,1,0,0,2.25,1,1,0,2,1,0,0,0,0,2,0,0,9748,9740,10490
1,14,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,12,0,0,1,1,0,0,2.5,1,1,3,4,0,0,0,0,3,4,0,7,6575,8011,8284
0,0,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,30,0,0,0,0,1,0,4.0,1,1,2,6,0,0,0,0,2,6,0,4,7549,8338,9607
1,21,1.1288,1.1288,1.0,2.6767,7,1,5000000,2,11,0,0,1,0,0,0,1.0,1,1,1,1,0,0,0,0,1,1,0,3,8126,8538,8538
4,34,2.526,3.1041,3.0027,9.126,5,2,22300000,2,3,0,0,0,1,1,0,4.5,1,1,2,3,0,0,0,0,2,3,0,6,6940,7862,8073
1,7,4.0027,7.8712,0.1616,0.1616,5,2,10000000,1,7,1,0,0,1,0,0,4.0,1,1,4,7,0,0,0,0,4,7,0,7,6575,8036,9448
1,1,2.5726,2.5726,2.4795,4.6685,7,1,500000,2,11,0,1,0,0,0,0,5.0,1,1,2,2,0,0,0,0,2,2,0,10,8401,9340,9340
1,1,0.1151,1.3397,1.8329,2.6712,24,2,8950000,2,18,0,0,1,0,0,0,7.0,1,1,1,2,0,0,0,0,1,2,0,0,9851,9893,10340
0,0,1.7479,4.8192,4.0027,4.8192,8,4,55350000,2,14,0,0,1,1,1,1,4.0,1,1,1,4,0,0,0,0,1,4,0,3,8036,8674,9795
9,18,1.6986,6.5151,3.2849,4.9315,3,5,10764323,3,3,1,0,1,0,0,0,2.0,1,1,1,6,0,0,0,0,1,6,0,3,8036,8656,10414
1,1,4.2849,4.2849,2.4164,5.5151,7,1,400000,2,22,0,1,0,0,0,0,3.0,1,1,4,4,0,0,0,0,4,4,0,12,8766,10330,10330
4,4,5.789,5.789,3.055353047989624,4.754422568093385,1,1,13000000,0,3,0,0,0,0,0,1,4.0,1,1,5,5,0,0,0,0,5,5,0,2,5844,7957,7957
4,34,0.0849,1.2712,3.055353047989624,4.754422568093385,5,3,12500000,0,3,1,0,1,1,0,0,2.3333,1,1,0,1,0,0,0,0,0,1,0,8,7671,7702,8135
1,10,2.3507,8.2822,1.0027,8.2849,16,4,38064570,2,6,1,0,0,1,1,1,3.0,1,1,2,8,0,0,0,0,2,8,0,4,7305,8163,10328
11,155,0.0,7.1068,6.0055,10.9041,9,3,59000000,3,3,1,0,0,0,1,0,2.0,1,1,0,7,0,0,0,0,0,7,0,2,5844,5844,8438
1,1,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,11,0,1,0,0,0,0,7.0,1,1,2,2,0,0,0,0,2,2,0,10,8401,9395,9395
1,144,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,11,0,1,1,0,0,0,4.0,1,1,0,2,0,0,0,0,0,2,0,10,8415,8705,9474
1,7,2.9178,4.7342,3.055353047989624,4.754422568093385,1,2,30000000,0,16,0,0,1,1,0,0,2.5,1,1,2,4,0,0,0,0,2,4,0,6,6940,8005,8668
1,11,0.411,0.411,0.0,2.5342,10,1,6100000,2,12,0,0,0,1,0,0,4.0,1,1,0,0,0,0,0,0,0,0,0,3,8036,8186,8186
1,1,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,17,0,1,1,0,0,0,3.5,1,1,0,1,0,0,0,0,0,1,0,5,9383,9436,9566
20,63,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,16,1,0,0,1,1,0,3.6667,1,1,2,5,0,0,0,0,2,5,0,6,6940,7877,9017
0,0,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,1,0,0,1,0,0,0,1.0,0,1,1,1,0,0,0,0,1,1,0,8,7822,8217,8217
0,0,1.7479,1.7479,1.0,2.1096,4,1,575000,2,11,0,1,0,0,0,0,6.0,0,1,1,1,0,0,0,0,1,1,0,0,9528,10166,10166
1,26,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,1,0,0,1,1,0,0,2.5,1,1,0,2,0,0,0,0,0,2,0,3,8036,8370,9049
0,0,0.7726,1.4959,0.5863,3.7534,14,3,10500000,3,20,1,0,1,0,0,0,6.3333,1,1,1,2,0,0,1,0,1,2,0,5,9405,9687,9951
1,39,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,15,1,0,1,1,1,0,2.25,1,1,0,4,0,0,0,0,0,4,0,12,8766,9042,10377
7,22,0.6795,4.5507,3.055353047989624,4.754422568093385,2,5,85381111,0,13,0,0,1,1,1,0,4.6667,1,1,0,4,0,0,0,0,0,4,0,3,8036,8284,9697
29,156,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,11,1,0,1,0,0,0,2.5,1,1,6,7,0,0,0,0,6,7,0,2,5844,8095,8735
1,39,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,7,1,0,0,1,0,0,3.5,1,1,2,5,0,0,0,0,2,5,0,4,7305,8188,9290
0,0,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,11,1,0,0,0,0,0,5.0,1,1,7,7,0,0,0,0,7,7,0,2,5844,8593,8593
1,7,0.6,4.2247,0.7479,4.4767,9,3,9500000,2,3,0,0,1,1,1,0,2.0,1,1,1,4,0,0,1,0,1,4,0,3,8309,8528,9851
1,9,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,16,1,0,0,0,0,0,7.0,1,1,6,6,0,0,0,0,6,6,0,2,5844,8079,8079
5,6,5.1644,6.0055,3.055353047989624,4.754422568093385,1,3,25131611,0,17,1,0,0,1,0,0,1.0,1,1,5,6,0,0,0,0,5,6,0,9,6210,8095,8402
7,68,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,13,0,0,1,1,0,0,3.5,1,1,1,6,0,0,0,0,1,6,0,4,7305,7883,9731
1,53,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,19,1,1,1,1,1,0,2.5,1,1,1,5,0,0,0,0,1,5,0,3,8340,8432,9948
1,23,0.9397,5.3178,3.055353047989624,4.754422568093385,13,5,74000000,0,18,1,0,0,1,1,0,5.3333,1,1,0,5,0,0,0,0,0,5,0,10,8401,8744,10342
1,1,0.7479,2.3315,2.0,2.0,6,2,15000000,1,3,0,0,1,1,0,0,3.0,1,1,0,2,0,0,0,0,0,2,0,8,7671,7944,8522
1,7,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,17,0,0,1,0,0,0,1.0,1,1,2,2,0,0,0,0,2,2,0,3,8187,8887,8887
11,157,0.0,0.8959,2.0,2.6767,9,2,4500000,2,11,0,0,1,1,0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,9497,9497,9824
1,1,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,3,0,0,1,1,1,0,2.5,1,1,1,3,0,0,0,0,1,3,0,10,8401,9011,9783
1,1,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,24,0,0,1,0,0,0,3.0,1,1,1,1,0,0,0,0,1,1,0,5,9132,9819,9819
0,0,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,3,1,0,0,1,0,0,4.0,1,1,3,3,0,0,0,0,3,3,0,7,6575,7822,7989
1,53,1.3041,2.6493,0.0,3.6767,4,3,3282327,2,18,1,0,0,0,0,0,2.0,1,1,1,2,0,0,0,0,1,2,0,0,9587,10063,10554
1,107,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,11,0,0,1,1,0,0,4.0,1,1,4,4,0,0,0,0,4,4,0,7,6575,8095,8095
1,39,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,17,0,0,1,1,0,0,2.5,1,1,3,4,0,0,0,0,3,4,0,8,7671,8804,9467
1,1,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,11,0,1,0,0,0,0,10.0,1,1,1,1,0,0,0,0,1,1,0,0,9497,9943,9943
9,18,4.7068,4.7068,2.989,6.863,17,1,940261,2,3,0,0,1,0,0,0,1.0,1,1,5,5,0,0,0,0,5,5,0,8,7975,9693,9693
7,65,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,11,0,1,1,0,0,0,3.0,1,1,2,4,0,0,0,0,2,4,0,10,8555,9163,9895
4,4,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,16,0,0,0,1,0,0,3.0,1,1,4,4,0,0,0,0,4,4,0,7,6575,8046,8046
1,53,2.063,6.6137,3.055353047989624,4.754422568093385,5,4,15180000,0,9,1,0,1,0,1,0,1.0,1,1,2,6,0,0,0,0,2,6,0,4,7305,8058,9719
15,41,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,16,0,0,1,1,0,0,1.5,1,1,2,2,0,0,0,0,2,2,0,3,8036,8957,9010
1,1,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,19,1,0,0,0,0,0,3.0,1,1,2,2,0,0,0,0,2,2,0,5,9132,9887,9887
0,0,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,17,1,1,0,0,0,0,3.0,1,1,1,4,0,0,0,0,1,4,0,5,9313,9579,10629
1,15,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,24,1,0,0,0,0,0,1.0,1,1,2,2,0,0,0,0,2,2,0,12,8766,9790,9790
0,0,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,11,1,0,1,1,1,1,3.5,1,1,0,5,0,0,0,0,0,5,0,10,8432,8704,10227
7,68,0.6959,1.189,0.6629999999999999,2.6247,5,2,6000000,3,17,0,1,1,0,0,0,6.0,1,1,0,1,0,0,0,0,0,1,0,1,9893,10147,10327
22,158,2.0603,6.2301,3.055353047989624,4.754422568093385,7,3,28200000,0,23,1,0,0,1,1,0,3.0,1,1,2,6,0,0,0,0,2,6,0,8,7671,8423,9945
1,1,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,3,1,0,1,0,0,0,2.0,1,1,3,5,0,0,0,0,3,5,0,8,7883,9032,9664
2,159,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,1,1,0,0,0,0,0,1.0,0,1,3,3,0,0,0,0,3,3,0,0,9497,10823,10823
15,41,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,11,0,0,1,1,0,0,6.0,1,1,1,3,0,0,0,0,1,3,0,10,8640,8823,9524
25,160,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,16,1,0,0,0,1,1,6.5,1,1,4,7,0,0,0,0,4,7,0,7,6575,8102,9179
1,26,2.9288,4.6329,3.055353047989624,4.754422568093385,13,2,15200000,0,3,0,0,1,1,0,0,2.0,1,1,2,4,0,0,0,0,2,4,0,4,7305,8374,8996
9,161,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,9,0,1,0,0,0,0,1.0,1,1,3,3,0,0,0,0,3,3,0,5,9132,10544,10544
1,35,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,11,0,0,1,1,0,0,1.0,0,1,6,8,0,0,0,0,6,8,0,7,6575,9034,9600
1,10,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,9,1,0,1,1,0,0,1.0,0,1,4,8,0,0,0,0,4,8,0,4,7305,9003,10272
1,1,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,29,0,0,1,0,0,0,3.0,1,1,0,1,0,0,0,0,0,1,0,1,9862,10132,10279
7,22,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,3,1,0,0,0,1,0,2.5,1,1,5,6,0,0,0,0,5,6,0,2,5844,7919,8149
1,1,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,24,0,0,1,1,0,0,3.0,1,1,1,3,0,0,0,0,1,3,0,3,8248,8521,9252
1,1,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,11,0,0,1,1,0,0,3.5,1,1,1,3,0,0,0,0,1,3,0,8,7671,8095,8780
1,1,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,11,0,1,0,0,0,0,4.0,1,1,1,1,0,0,0,0,1,1,0,10,8644,8970,8970
1,12,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,24,0,0,1,1,1,1,5.0,1,1,1,4,0,0,0,0,1,4,0,4,7305,7852,8920
7,65,3.0,5.0027,9.6247,10.3945,16,2,14500000,2,19,0,1,0,1,0,0,2.0,1,1,3,5,0,0,0,0,3,5,0,9,6210,7305,8036
1,53,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,3,0,0,1,1,0,0,3.3333,1,1,3,5,0,0,0,0,3,5,0,7,6575,7827,8604
1,144,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,17,0,0,0,0,0,0,9.0,1,1,0,0,0,0,0,0,0,0,0,14,10227,10398,10398
2,162,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,9,0,1,0,1,0,0,1.5,1,1,2,8,0,0,0,0,2,8,0,2,5904,6575,8948
1,1,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,11,0,1,1,1,0,0,2.6667,1,1,0,2,0,0,0,0,0,2,0,3,8055,8067,8860
1,14,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,19,1,0,0,1,0,0,1.6667,0,1,5,8,0,0,0,0,5,8,0,7,6696,8559,9850
7,163,2.2411,4.0301,3.055353047989624,4.754422568093385,3,2,16100000,0,3,0,0,0,1,1,0,2.5,1,1,2,4,0,0,0,0,2,4,0,6,6940,7758,8411
1,1,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,19,0,1,1,0,0,0,2.0,1,1,1,2,0,0,0,0,1,2,0,3,8036,8491,8797
1,1,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,18,0,1,0,0,0,0,9.0,1,1,1,1,0,0,0,0,1,1,0,5,9163,9733,9733
1,10,6.8932,10.4082,3.055353047989624,4.754422568093385,5,3,52800000,0,7,1,0,0,0,1,0,5.3333,1,1,6,10,0,0,0,0,6,10,0,2,5844,8360,9643
1,1,1.137,3.737,2.463,3.2164,14,3,14229998,3,11,0,0,1,1,0,0,3.0,1,1,2,4,0,0,0,0,2,4,0,10,8735,9150,10099
1,145,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,10,0,0,1,1,0,0,2.5,1,1,0,2,0,0,0,0,0,2,0,5,9132,9395,10021
0,0,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,19,0,0,1,0,0,0,1.0,0,1,4,4,0,0,0,0,4,4,0,8,7671,9145,9145
34,128,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,19,0,1,0,0,0,0,1.5,1,1,1,2,0,0,0,0,1,2,0,12,9071,9344,9836
16,40,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,3,1,0,0,1,0,0,2.0,1,1,3,6,0,0,0,0,3,6,0,6,6940,8334,9164
1,14,4.2384,4.2384,3.055353047989624,4.754422568093385,1,1,50000000,0,13,0,0,0,0,0,1,6.0,1,1,4,4,0,0,0,0,4,4,0,6,6940,8487,8487
0,0,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,1,0,0,1,0,0,0,3.0,1,1,1,1,0,0,0,0,1,1,0,12,8766,9303,9303
